0.000000000000000000e+00   -7.212308758646317486e-01
2.441406250000000000e-04   -6.116841512879350740e-01
4.882812500000000000e-04   2.729678553680653930e-01
7.324218750000000000e-04   -7.077916586992857167e-03
9.765625000000000000e-04   -1.504051900471945924e+00
1.220703125000000000e-03   -5.473057377105199350e-01
1.464843750000000000e-03   8.410604736394403647e-01
1.708984375000000000e-03   1.119457486729924289e+00
1.953125000000000000e-03   -2.679397193556585233e-01
2.197265625000000000e-03   -3.657786434865104019e-01
2.441406250000000000e-03   -1.015579371605201064e+00
2.685546875000000000e-03   1.250880825870293922e+00
2.929687500000000000e-03   -1.241462265873258142e+00
3.173828125000000000e-03   -2.590641041610334816e-01
3.417968750000000000e-03   1.094071663634274216e+00
3.662109375000000000e-03   -1.408088241073339519e+00
3.906250000000000000e-03   1.639083052307651889e-01
4.150390625000000000e-03   1.778951106754157241e+00
4.394531250000000000e-03   1.958213639074474877e+00
4.638671875000000000e-03   1.466483420076046817e+00
4.882812500000000000e-03   6.039607173699563791e-01
5.126953125000000000e-03   7.559967161248795087e-01
5.371093750000000000e-03   -8.042659525539266330e-01
5.615234375000000000e-03   1.248636479147981371e+00
5.859375000000000000e-03   2.805992675334273434e-01
6.103515625000000000e-03   2.328805611719710456e+00
6.347656250000000000e-03   -1.039096554278906570e+00
6.591796875000000000e-03   1.471737352049126812e+00
6.835937500000000000e-03   3.662951303386359769e-01
7.080078125000000000e-03   1.187476846374923234e+00
7.324218750000000000e-03   1.669113627877126804e+00
7.568359375000000000e-03   -1.075892160877615078e+00
7.812500000000000000e-03   -1.343283739586797754e-01
8.056640625000000000e-03   -2.307171242182943227e-01
8.300781250000000000e-03   -1.368220996640026887e-01
8.544921875000000000e-03   -7.591737133549388838e-01
8.789062500000000000e-03   -9.786864866896932691e-01
9.033203125000000000e-03   -1.423339303527803579e-01
9.277343750000000000e-03   3.992992055173686938e-01
9.521484375000000000e-03   1.031563019329781117e+00
9.765625000000000000e-03   1.312855216449993478e-01
1.000976562500000000e-02   -1.986626055145233272e+00
1.025390625000000000e-02   -1.262081672754924000e+00
1.049804687500000000e-02   1.014916128601548229e+00
1.074218750000000000e-02   4.855100761851800506e-01
1.098632812500000000e-02   2.458499485173008814e-01
1.123046875000000000e-02   7.000749240752659475e-01
1.147460937500000000e-02   8.257275645161739064e-01
1.171875000000000000e-02   -1.493987633768712131e+00
1.196289062500000000e-02   -7.306527565106810673e-01
1.220703125000000000e-02   1.231325105571643874e+00
1.245117187500000000e-02   -6.545539342790134274e-01
1.269531250000000000e-02   2.483845134103515595e-01
1.293945312500000000e-02   -1.560411019122990961e+00
