 (2.206896551724138078e+01+0.000000000000000000e+00j)    (2.801992429912768818e-24+8.105728341512537770e-25j)
 (2.427586206896551602e+01+0.000000000000000000e+00j)    (-1.369018567657484840e-24+5.636765914346955787e-24j)
 (2.648275862068965480e+01+0.000000000000000000e+00j)    (-9.721353350615656888e-24+3.251075856456331758e-24j)
 (2.868965517241379359e+01+0.000000000000000000e+00j)    (-1.832176433997736897e-23-1.852300384228930203e-24j)
 (3.089655172413792883e+01+0.000000000000000000e+00j)    (-1.962329481088277148e-23+5.653886094413185214e-26j)
 (3.310344827586207117e+01+0.000000000000000000e+00j)    (-2.090258665154677444e-24+1.193491882729396766e-23j)
 (3.531034482758620641e+01+0.000000000000000000e+00j)    (1.355047045242439499e-23-1.072814520606390036e-24j)
 (3.751724137931034164e+01+0.000000000000000000e+00j)    (-6.700065342111560135e-24-6.212895275394714463e-24j)
 (3.972413793103448398e+01+0.000000000000000000e+00j)    (-2.109944962459794797e-24+7.802120450001489883e-24j)
 (4.193103448275861922e+01+0.000000000000000000e+00j)    (4.518065469027337811e-24-6.586737386269177675e-24j)
 (4.413793103448276156e+01+0.000000000000000000e+00j)    (-5.043821362298996283e-24+2.283029944258114410e-24j)
 (4.634482758620689680e+01+0.000000000000000000e+00j)    (6.124240220764355950e-24+1.464709793720083744e-24j)
 (4.855172413793103203e+01+0.000000000000000000e+00j)    (-5.854227759254483327e-24-2.462590439126298995e-24j)
 (5.075862068965517437e+01+0.000000000000000000e+00j)    (3.429548529423324854e-24+3.080454734305055791e-24j)
 (5.296551724137930961e+01+0.000000000000000000e+00j)    (-1.496307179153580619e-24-4.685231085838654604e-24j)
 (5.517241379310344485e+01+0.000000000000000000e+00j)    (1.143244315613055707e-24+5.244628448371864604e-24j)
 (5.737931034482758719e+01+0.000000000000000000e+00j)    (-3.251420263495444452e-25-4.160623340889361376e-24j)
 (5.958620689655172242e+01+0.000000000000000000e+00j)    (-1.486574349525914760e-24+3.557001509791113434e-24j)
 (6.179310344827585766e+01+0.000000000000000000e+00j)    (2.388787380767365991e-24-3.898853285953219350e-24j)
 (6.400000000000000000e+01+0.000000000000000000e+00j)    (-2.135816883055002934e-24+3.415028792052341118e-24j)
 (6.620689655172414234e+01+0.000000000000000000e+00j)    (2.512609870859655202e-24-2.028470290677243211e-24j)
 (6.841379310344827047e+01+0.000000000000000000e+00j)    (-3.534786285148938925e-24+1.433552932309625149e-24j)
 (7.062068965517241281e+01+0.000000000000000000e+00j)    (3.627301871742991489e-24-1.531439774124562688e-24j)
 (7.282758620689655515e+01+0.000000000000000000e+00j)    (-3.047539182791550232e-24+8.330447586204837382e-25j)
 (7.503448275862068328e+01+0.000000000000000000e+00j)    (3.243678966229121029e-24+3.166473463473502786e-25j)
 (7.724137931034482563e+01+0.000000000000000000e+00j)    (-3.794073244739751709e-24-5.394987723949035520e-25j)
 (7.944827586206896797e+01+0.000000000000000000e+00j)    (3.405387084216269823e-24+3.399817077820850194e-25j)
 (8.165517241379309610e+01+0.000000000000000000e+00j)    (-2.649555416510795643e-24-9.512750694341611482e-25j)
 (8.386206896551723844e+01+0.000000000000000000e+00j)    (2.674343751626484811e-24+1.767628768405157536e-24j)
 (8.606896551724138078e+01+0.000000000000000000e+00j)    (-2.839942346040382929e-24-1.737339538602892428e-24j)
 (8.827586206896552312e+01+0.000000000000000000e+00j)    (2.193890017968416920e-24+1.580960056504028333e-24j)
 (9.048275862068965125e+01+0.000000000000000000e+00j)    (-1.509414732628376680e-24-2.160998954850808572e-24j)
 (9.268965517241379359e+01+0.000000000000000000e+00j)    (1.577738317644833814e-24+2.679926621893791786e-24j)
 (9.489655172413793593e+01+0.000000000000000000e+00j)    (-1.576098816973006845e-24-2.424901191696493457e-24j)
 (9.710344827586206407e+01+0.000000000000000000e+00j)    (8.670353565381774837e-25+2.252276271502491041e-24j)
 (9.931034482758620641e+01+0.000000000000000000e+00j)    (-3.336482519715432840e-25-2.723052783873190268e-24j)
 (1.015172413793103487e+02+0.000000000000000000e+00j)    (4.512037754643239456e-25+2.947566407636359774e-24j)
 (1.037241379310344769e+02+0.000000000000000000e+00j)    (-3.256038923881150967e-25-2.528061442065780541e-24j)
 (1.059310344827586192e+02+0.000000000000000000e+00j)    (-3.675264514976082524e-25+2.367982403959265989e-24j)
 (1.081379310344827616e+02+0.000000000000000000e+00j)    (7.294626412594298664e-25-2.726456722957629356e-24j)
 (1.103448275862068897e+02+0.000000000000000000e+00j)    (-5.760149948045688202e-25+2.708282265107466492e-24j)
 (1.125517241379310320e+02+0.000000000000000000e+00j)    (7.878546811413825269e-25-2.208084159935015532e-24j)
 (1.147586206896551744e+02+0.000000000000000000e+00j)    (-1.409947297930088528e-24+2.096207625503571923e-24j)
 (1.169655172413793025e+02+0.000000000000000000e+00j)    (1.589336293511182529e-24-2.350972620378799654e-24j)
 (1.191724137931034448e+02+0.000000000000000000e+00j)    (-1.406418773299340373e-24+2.150465821622672068e-24j)
 (1.213793103448275872e+02+0.000000000000000000e+00j)    (1.667107605837030380e-24-1.634170149816876393e-24j)
 (1.235862068965517153e+02+0.000000000000000000e+00j)    (-2.172503931379856435e-24+1.574401378709933909e-24j)
 (1.257931034482758577e+02+0.000000000000000000e+00j)    (2.181701530510660945e-24-1.733120079202153124e-24j)
 (1.280000000000000000e+02+0.000000000000000000e+00j)    (-1.988698034372320701e-24+1.398093780852769158e-24j)
 (1.302068965517241281e+02+0.000000000000000000e+00j)    (2.268254904095135550e-24-9.110248393106875227e-25j)
 (1.324137931034482847e+02+0.000000000000000000e+00j)    (-2.636492206863892539e-24+9.086061550378758275e-25j)
 (1.346206896551724128e+02+0.000000000000000000e+00j)    (2.506297836672257714e-24-9.729945381396334760e-25j)
 (1.368275862068965409e+02+0.000000000000000000e+00j)    (-2.322760270256348593e-24+5.537486134066651035e-25j)
 (1.390344827586206975e+02+0.000000000000000000e+00j)    (2.601001080382005268e-24-1.375745438028938069e-25j)
 (1.412413793103448256e+02+0.000000000000000000e+00j)    (-2.824778776992906822e-24+1.868925628045998975e-25j)
 (1.434482758620689538e+02+0.000000000000000000e+00j)    (2.582477528306900608e-24-1.648485682999836285e-25j)
 (1.456551724137931103e+02+0.000000000000000000e+00j)    (-2.426343293661839019e-24-2.896968352503391380e-25j)
 (1.478620689655172384e+02+0.000000000000000000e+00j)    (2.681986391521316957e-24+6.123700162441219241e-25j)
 (1.500689655172413666e+02+0.000000000000000000e+00j)    (-2.762660272073840417e-24-5.237315558818059739e-25j)
 (1.522758620689655231e+02+0.000000000000000000e+00j)    (2.445961220284464380e-24+6.158635184354517180e-25j)
 (1.544827586206896513e+02+0.000000000000000000e+00j)    (-2.325875898888267835e-24-1.072243481054799901e-24j)
 (1.566896551724137794e+02+0.000000000000000000e+00j)    (2.543937190759425490e-24+1.289883756490663434e-24j)
 (1.588965517241379359e+02+0.000000000000000000e+00j)    (-2.500632276538429422e-24-1.177960859672781202e-24j)
 (1.611034482758620641e+02+0.000000000000000000e+00j)    (2.148660399832014048e-24+1.331372095358965731e-24j)
 (1.633103448275861922e+02+0.000000000000000000e+00j)    (-2.079952157671238041e-24-1.748780766679427058e-24j)
 (1.655172413793103487e+02+0.000000000000000000e+00j)    (2.251814047738496992e-24+1.845504831791541075e-24j)
 (1.677241379310344769e+02+0.000000000000000000e+00j)    (-2.098875696302332461e-24-1.720810462957453712e-24j)
 (1.699310344827586050e+02+0.000000000000000000e+00j)    (1.745705833489862951e-24+1.907558735681477141e-24j)
 (1.721379310344827616e+02+0.000000000000000000e+00j)    (-1.718401131407049763e-24-2.255840980021302071e-24j)
 (1.743448275862068897e+02+0.000000000000000000e+00j)    (1.838827718368685468e-24+2.252243444525228888e-24j)
 (1.765517241379310462e+02+0.000000000000000000e+00j)    (-1.613830911384345112e-24-2.107325544014291433e-24j)
 (1.787586206896551744e+02+0.000000000000000000e+00j)    (1.291797713027944340e-24+2.296521446814967904e-24j)
 (1.809655172413793025e+02+0.000000000000000000e+00j)    (-1.311150640076201287e-24-2.520763107596912756e-24j)
 (1.831724137931034591e+02+0.000000000000000000e+00j)    (1.343086342144871100e-24+2.370873448309938501e-24j)
 (1.853793103448275872e+02+0.000000000000000000e+00j)    (-9.972507582737593843e-25-2.204863592138996739e-24j)
 (1.875862068965517153e+02+0.000000000000000000e+00j)    (6.415780777329140666e-25+2.392586271362561293e-24j)
 (1.897931034482758719e+02+0.000000000000000000e+00j)    (-6.387040576944247722e-25-2.559950014497118967e-24j)
 (1.920000000000000000e+02+0.000000000000000000e+00j)    (5.555475672693540951e-25+2.395377957187498087e-24j)
 (1.942068965517241281e+02+0.000000000000000000e+00j)    (-1.718454057072559903e-25-2.303538620520067391e-24j)
 (1.964137931034482847e+02+0.000000000000000000e+00j)    (-9.578929639079474920e-26+2.500963345492222507e-24j)
 (1.986206896551724128e+02+0.000000000000000000e+00j)    (6.955532249556702084e-26-2.594028828389825236e-24j)
 (2.008275862068965409e+02+0.000000000000000000e+00j)    (-1.795629096286445366e-25+2.376367362683184904e-24j)
 (2.030344827586206975e+02+0.000000000000000000e+00j)    (5.693655425598794204e-25-2.306186326642720249e-24j)
 (2.052413793103448256e+02+0.000000000000000000e+00j)    (-7.843119282987010643e-25+2.498944052225870938e-24j)
 (2.074482758620689538e+02+0.000000000000000000e+00j)    (7.375589097600994432e-25-2.484937822162512692e-24j)
 (2.096551724137931103e+02+0.000000000000000000e+00j)    (-8.957334291745715441e-25+2.227835694436831451e-24j)
 (2.118620689655172384e+02+0.000000000000000000e+00j)    (1.280057233404659245e-24-2.178421353479079815e-24j)
 (2.140689655172413666e+02+0.000000000000000000e+00j)    (-1.435539000377294694e-24+2.326506629558451934e-24j)
 (2.162758620689655231e+02+0.000000000000000000e+00j)    (1.387609250447391921e-24-2.225031143507817306e-24j)
