 (2.065706051873198845e+01+0.000000000000000000e+00j)    (-1.116780103396579468e-23-1.421651328904941873e-23j)
 (2.360806916426512814e+01+0.000000000000000000e+00j)    (-5.039504876212652091e-24+1.076777850951581445e-24j)
 (2.655907780979826782e+01+0.000000000000000000e+00j)    (1.118880251208338631e-24-1.595394980670411886e-24j)
 (2.951008645533141106e+01+0.000000000000000000e+00j)    (2.272699500800567826e-24-8.910764229223204098e-25j)
 (3.246109510086455430e+01+0.000000000000000000e+00j)    (1.237365963171249531e-24+1.413069330289600695e-24j)
 (3.541210374639769043e+01+0.000000000000000000e+00j)    (1.732899318711473030e-24+1.476860329351440423e-24j)
 (3.836311239193083367e+01+0.000000000000000000e+00j)    (4.767006464779952456e-24+1.882747945563882085e-24j)
 (4.131412103746397690e+01+0.000000000000000000e+00j)    (8.211448920932035156e-24+6.615495412311646411e-24j)
 (4.426512968299711304e+01+0.000000000000000000e+00j)    (9.703341090058799774e-24-3.871277263956620558e-24j)
 (4.721613832853025627e+01+0.000000000000000000e+00j)    (-3.200078240308670190e-24-6.387448253547655096e-24j)
 (5.016714697406339951e+01+0.000000000000000000e+00j)    (4.641624706907876177e-25+9.689470619752655110e-24j)
 (5.311815561959653564e+01+0.000000000000000000e+00j)    (4.963782882557159659e-24-7.078254926643997132e-24j)
 (5.606916426512967888e+01+0.000000000000000000e+00j)    (-6.288324386867212659e-24+6.508225843206168350e-24j)
 (5.902017291066282212e+01+0.000000000000000000e+00j)    (5.429089216388479910e-25-6.745413740774442700e-24j)
 (6.197118155619595825e+01+0.000000000000000000e+00j)    (1.237378642425823762e-25+6.017342211135491546e-24j)
 (6.492219020172910859e+01+0.000000000000000000e+00j)    (-4.432095348525851674e-24-6.034494450153717937e-24j)
 (6.787319884726224473e+01+0.000000000000000000e+00j)    (6.992187542949257758e-24+4.419027620861060114e-25j)
 (7.082420749279538086e+01+0.000000000000000000e+00j)    (-4.390143825092370321e-24+1.828404077165844773e-24j)
 (7.377521613832853120e+01+0.000000000000000000e+00j)    (1.584363315435586317e-24-4.576003981299120345e-24j)
 (7.672622478386166733e+01+0.000000000000000000e+00j)    (4.274459150984357524e-24+3.094110514974840752e-24j)
 (7.967723342939480347e+01+0.000000000000000000e+00j)    (-3.183521281773143080e-24+2.163735036442374537e-24j)
 (8.262824207492795381e+01+0.000000000000000000e+00j)    (7.584461084627791696e-25-5.511603719680382701e-24j)
 (8.557925072046108994e+01+0.000000000000000000e+00j)    (4.318396052425462667e-24-6.450246226819598002e-25j)
