mass,luminosity_distance,ra,dec,psi,duration,f_min,geocent_time,h1_arrival_time,l1_arrival_time,h1_peak_time,l1_peak_time,sampling_frequency,start_time
71.5,175.0,2.333,0.19,1.329,5.45361328125,23.3769589160005,1420878141.235932,1420878141.2190142,1420878141.2165194,1420878141.2190142,1420878141.2165194,4096.0,1420878138.2507524
